neighbourhood,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
124,0,3,5,278,38
94,1,2,5,365,1000
1,1,1,1,0,180
21,0,1,1,0,75
56,0,1,2,183,95
2,1,1,1,9,100
173,1,1,1,1,80
56,1,7,1,0,100
101,1,1,1,43,199
18,1,1,1,0,100
15,1,2,1,6,85
52,1,2,1,0,250
12,1,4,1,7,100
70,0,1,3,211,25
169,0,2,2,59,35
8,1,17,1,102,166
2,0,1,4,355,85
14,1,4,1,0,175
111,0,1,8,0,45
2,1,4,1,96,600
2,0,4,1,4,50
16,1,2,3,227,545
7,1,30,31,326,115
3,0,1,1,0,125
64,0,2,1,246,142
15,1,3,1,0,12
14,1,4,1,236,230
15,1,2,2,364,112
6,1,4,1,0,93
8,0,1,1,0,110
138,0,2,3,269,600
7,1,2,1,304,700
44,0,3,3,0,50
30,0,2,2,336,65
20,0,1,1,0,110
30,1,4,1,228,250
28,0,1,1,0,141
7,1,3,3,8,290
21,0,1,1,0,55
3,0,2,1,0,65
25,0,2,1,112,110
41,0,2,2,207,75
15,1,1,2,300,67
16,1,2,1,269,154
46,0,2,1,311,50
59,1,3,2,278,105
20,0,3,13,0,189
4,0,3,1,1,55
45,0,6,2,251,107
15,0,30,1,113,50
6,0,5,1,0,65
12,0,2,1,0,129
90,0,2,1,0,85
79,0,3,1,281,52
12,1,3,5,347,350
6,1,5,1,0,245
22,0,27,1,17,50
43,1,30,10,340,200
12,1,29,7,0,120
2,0,3,2,178,80
1,0,2,1,0,120
37,0,3,12,65,55
102,1,30,52,365,130
84,1,30,6,17,150
8,0,2,1,94,250
68,1,2,1,152,199
13,0,4,1,365,85
43,1,29,327,343,110
29,0,7,1,0,110
21,1,5,1,0,220
12,1,3,1,0,275
46,1,3,1,44,120
30,1,3,1,12,80
4,0,7,1,0,65
110,2,4,7,68,30
6,0,1,3,31,70
12,0,3,2,44,74
4,1,7,1,161,75
12,1,7,1,0,86
12,1,21,1,0,125
70,0,1,3,364,40
7,1,30,52,365,87
15,1,2,2,96,130
15,0,1,1,0,45
16,1,20,1,149,299
21,0,2,1,0,50
7,1,5,1,11,300
19,1,3,1,15,95
105,0,2,1,364,55
71,0,1,13,344,100
23,1,2,1,0,127
4,0,1,1,219,72
28,2,1,1,0,80
70,1,2,1,196,169
14,1,14,1,0,175
3,1,5,1,0,250
28,1,30,65,364,210
6,0,1,1,0,60
12,1,3,1,235,250
83,0,1,1,42,85
15,1,2,1,311,120
81,0,30,103,233,26
4,1,4,2,160,175
12,1,2,1,149,150
20,0,3,1,287,91
44,1,2,1,24,49
6,1,3,1,0,125
1,1,7,1,0,189
8,1,2,1,2,125
6,1,3,1,0,125
54,0,4,4,87,44
20,0,1,1,0,100
6,0,1,1,0,75
5,1,29,327,326,204
21,1,5,1,0,500
21,0,2,1,0,49
2,1,2,2,193,80
4,1,5,1,341,120
6,0,2,1,0,45
19,1,4,1,89,385
20,0,5,5,355,85
21,0,12,1,0,50
6,0,2,2,9,70
21,1,3,2,0,145
100,0,2,1,144,25
20,1,1,4,63,480
13,1,4,2,88,100
21,0,30,3,365,79
11,1,5,1,0,150
6,0,5,1,0,42
28,1,2,1,0,250
2,0,2,1,0,50
6,0,1,1,173,47
141,1,1,1,0,80
3,1,29,1,3,149
35,0,2,3,280,42
48,1,1,1,0,145
19,0,8,1,0,80
30,0,1,1,0,165
12,0,5,1,0,65
15,0,3,1,0,80
84,1,3,1,2,70
4,1,3,1,104,300
12,2,2,2,0,26
54,1,2,1,229,69
8,1,30,25,329,275
50,1,5,1,338,600
44,1,7,1,190,80
1,1,7,1,0,175
18,0,1,9,315,100
12,0,2,1,355,60
12,0,4,1,323,110
59,0,1,2,365,69
23,1,3,1,168,300
2,0,1,2,365,125
21,1,4,1,26,135
19,0,3,1,0,79
29,1,9,1,179,121
8,1,1,1,0,150
49,1,1,1,0,125
26,1,5,1,0,149
6,1,4,2,247,142
63,1,365,1,364,2350
12,1,4,1,0,150
2,1,3,1,1,175
54,0,2,4,318,50
49,0,1,1,0,100
2,0,1,2,180,49
44,0,1,2,356,55
8,1,11,1,249,195
8,0,3,1,0,46
29,1,3,1,89,120
19,1,3,1,67,125
28,1,5,1,115,170
44,0,3,1,81,75
73,0,1,1,23,800
1,1,1,1,0,225
21,1,3,1,177,120
87,1,3,1,5,300
7,1,3,2,61,300
111,0,30,1,251,30
6,0,1,1,365,150
90,0,31,1,90,60
12,0,4,1,35,299
30,0,3,1,0,60
99,1,1,1,359,75
15,0,2,5,29,49
19,0,2,1,99,100
7,0,3,1,7,88
1,1,3,1,0,150
100,1,2,1,173,175
12,2,1,1,0,60
1,0,5,1,74,130
52,1,3,1,0,180
30,0,3,2,38,54
6,1,3,2,277,135
77,1,3,1,177,235
56,0,5,1,313,50
37,0,1,1,168,29
46,1,1,2,119,50
12,0,4,1,7,80
12,0,4,1,89,100
96,1,1,1,0,144
68,1,30,87,249,225
21,1,2,1,341,190
15,0,3,1,83,72
8,1,30,2,135,150
8,0,30,5,188,167
2,0,4,1,7,45
10,1,5,1,0,225
44,0,1,1,0,45
21,0,3,1,282,63
6,1,1,1,0,192
8,1,30,11,0,2000
7,0,1,2,78,149
7,0,1,47,361,65
7,0,1,6,179,75
3,0,4,1,0,89
16,1,8,1,0,200
56,1,5,1,0,100
16,1,60,1,0,92
14,1,2,1,0,250
90,1,5,1,19,295
84,1,2,2,120,90
15,1,3,1,0,140
37,1,3,1,152,120
4,0,365,1,0,65
46,1,1,2,287,155
54,0,1,2,364,125
19,0,14,1,14,95
6,1,3,1,0,195
79,0,5,2,282,53
8,0,1,1,0,72
19,1,2,1,32,250
63,1,2,6,0,278
24,0,2,3,358,100
125,0,1,2,342,100
123,0,25,1,290,63
0,1,1,1,0,100
47,1,1,1,0,100
117,0,3,1,49,35
12,1,2,1,0,95
8,1,2,1,5,119
21,0,1,1,0,45
5,0,1,1,0,119
35,0,2,3,308,49
12,1,3,1,30,400
28,1,3,1,138,279
38,1,2,1,311,300
34,1,2,1,0,125
12,1,1,1,0,269
2,0,14,1,0,69
21,1,7,2,55,177
21,0,1,4,356,49
9,1,1,1,365,1000
8,1,1,1,0,175
56,0,1,1,362,120
8,1,1,1,281,100
14,1,14,1,0,350
12,1,4,1,222,184
70,1,2,2,171,150
6,1,2,4,89,170
2,0,2,3,72,80
2,1,2,1,347,165
26,1,2,1,3,175
25,1,3,1,0,80
8,1,2,1,16,265
4,0,3,2,9,105
6,0,55,1,0,31
21,1,1,1,0,200
39,0,1,12,365,89
23,1,4,1,91,273
54,0,2,1,176,110
16,0,2,1,0,55
20,1,1,1,0,200
2,0,30,1,0,71
6,1,2,2,106,115
8,1,1,1,0,900
7,1,7,1,0,151
2,1,3,3,258,185
22,0,10,1,0,54
29,1,2,1,0,115
68,1,2,1,190,400
21,1,3,1,0,60
22,1,8,1,0,100
20,0,2,1,2,110
44,0,30,23,325,34
7,0,3,6,179,99
21,1,7,1,124,350
8,0,3,1,0,70
14,1,2,1,0,150
45,1,1,1,0,89
71,0,3,1,0,300
28,1,1,1,22,161
7,1,30,23,364,195
77,0,25,1,0,60
115,0,1,2,358,64
26,0,14,1,283,110
56,1,1,1,0,112
21,1,4,1,273,150
15,0,3,1,0,90
14,1,1,1,364,385
54,0,2,3,61,175
2,0,3,1,7,50
17,1,4,1,188,250
81,1,5,2,7,101
2,0,3,7,339,120
8,1,5,1,20,250
14,1,6,1,0,128
2,1,5,1,267,198
12,0,30,2,230,64
25,1,3,1,4,70
43,1,30,6,317,175
20,0,1,1,341,85
20,1,1,1,39,169
16,0,7,1,0,85
2,1,1,2,44,159
6,1,2,2,284,139
19,1,3,1,41,119
21,1,2,1,112,300
8,0,3,1,0,90
38,1,2,1,0,118
3,1,3,1,2,160
9,1,2,2,1,156
20,1,1,2,2,150
142,0,1,1,358,55
30,1,20,1,100,75
6,1,2,1,66,250
7,2,1,6,24,70
33,1,2,1,0,275
7,0,2,8,73,209
7,0,4,1,0,87
4,0,2,6,173,90
6,0,15,1,0,50
71,1,30,232,206,276
6,0,3,2,232,60
38,0,2,1,0,62
21,0,2,2,128,75
7,0,2,2,308,175
33,1,4,1,0,109
12,1,3,2,324,158
2,0,5,3,260,100
30,0,1,1,0,110
20,1,3,1,364,500
6,1,1,9,134,139
6,0,1,4,26,60
7,2,1,1,0,65
68,1,2,3,307,250
28,1,4,1,340,795
64,0,7,1,89,220
4,1,20,1,0,65
28,0,1,2,82,99
7,0,3,1,25,135
21,0,1,3,149,55
6,1,1,2,307,150
64,1,3,1,0,175
12,1,1,2,224,210
24,1,31,1,5,73
29,0,2,1,0,80
30,1,2,1,12,110
160,1,1,1,42,89
12,0,2,1,210,80
68,0,26,1,331,64
1,1,30,7,364,170
184,0,3,1,363,50
56,0,3,1,23,65
41,1,4,2,25,89
11,1,5,1,134,240
45,0,3,1,0,100
28,1,14,1,221,110
21,0,10,2,0,45
102,1,1,1,0,102
183,1,1,1,171,100
7,1,3,1,281,180
7,1,2,1,179,500
159,1,1,4,311,145
45,1,3,1,0,116
13,0,6,1,0,44
49,0,2,2,278,85
103,0,1,2,361,55
16,1,2,1,0,130
12,1,2,1,80,385
22,1,2,1,312,22
30,0,1,1,0,75
22,0,1,1,317,60
19,1,3,1,4,200
6,1,1,1,0,100
12,1,1,1,11,145
12,0,4,1,0,50
14,1,3,1,80,225
100,0,2,4,178,59
1,0,3,1,45,100
50,1,3,1,341,265
101,0,14,2,63,71
68,0,2,1,0,74
28,1,2,1,107,185
3,1,7,1,0,170
56,1,2,2,0,130
46,1,1,1,330,44
11,1,30,2,12,182
20,0,3,28,60,599
21,0,3,3,13,55
12,1,2,1,0,126
56,0,4,1,0,70
2,1,2,4,180,400
5,0,1,1,2,80
8,1,3,1,0,259
43,1,2,327,272,247
6,0,5,1,0,45
21,0,2,1,0,60
93,0,1,2,363,50
10,0,30,1,0,50
30,0,5,1,0,50
52,1,5,1,42,159
5,1,30,96,325,197
12,0,1,1,0,90
37,0,1,1,0,89
7,1,30,18,365,534
24,1,2,1,0,75
21,0,2,1,0,75
16,1,2,1,1,100
81,1,1,2,122,165
79,0,4,1,0,70
22,0,1,2,24,59
22,1,1,1,93,125
14,1,2,1,0,160
6,0,2,4,257,80
28,1,30,91,343,125
113,1,3,2,0,150
126,1,1,1,154,100
15,0,2,2,364,100
52,0,1,1,0,90
15,0,1,10,33,39
6,1,4,1,211,129
6,0,2,2,8,50
117,0,1,1,84,40
6,0,2,3,33,150
24,1,1,1,357,800
7,1,1,1,360,800
2,0,1,1,0,59
21,0,30,43,259,47
0,1,10,1,269,90
2,1,4,1,0,138
6,1,2,2,95,200
22,1,4,2,29,150
6,0,1,1,189,80
30,0,1,1,0,52
133,0,1,1,54,45
10,0,60,1,342,48
6,1,2,3,250,125
32,1,3,1,44,600
7,1,3,1,0,169
76,0,2,1,0,68
12,1,3,1,67,200
6,0,2,1,106,69
155,0,1,2,0,750
21,0,1,1,0,48
2,0,2,3,339,80
7,0,1,30,354,199
6,1,2,1,255,136
6,0,1,1,0,70
5,1,2,1,0,129
96,0,7,1,0,75
12,0,4,1,66,80
101,0,1,7,360,100
6,0,2,2,89,100
7,0,1,30,327,179
13,1,4,1,0,115
1,1,3,49,153,737
14,0,1,1,0,95
97,1,4,1,0,175
23,1,14,2,221,133
2,0,2,1,43,99
12,0,3,1,0,55
6,0,2,1,45,59
12,1,3,1,357,500
8,1,9,1,0,125
6,2,3,2,0,68
136,0,5,2,318,45
10,1,1,2,0,175
25,1,3,1,0,150
6,1,5,3,194,250
39,1,4,1,50,78
12,1,5,3,17,145
15,1,3,1,0,170
7,1,30,20,272,130
20,0,1,1,0,50
44,1,2,1,171,150
12,1,4,2,8,150
88,1,2,2,356,289
39,0,1,1,34,60
6,0,2,2,89,77
21,0,5,1,0,2000
1,0,2,11,143,913
21,0,1,1,175,75
39,0,2,1,40,60
8,1,3,1,0,175
2,0,3,1,0,65
79,1,4,1,0,75
12,1,3,1,2,225
6,1,2,1,54,95
12,1,6,1,0,115
30,2,1,1,0,60
7,1,4,1,0,175
12,0,10,1,0,80
6,1,2,1,232,75
33,1,4,3,207,190
8,1,7,1,0,145
54,1,2,1,236,195
12,1,2,1,0,199
39,0,2,3,132,48
24,1,2,1,0,115
12,0,1,4,44,96
16,1,30,2,189,165
30,1,2,1,0,70
13,1,5,1,0,100
6,0,2,4,316,72
8,0,6,1,0,66
45,0,60,1,365,1200
30,1,3,1,3,120
28,0,30,3,245,80
25,0,1,2,337,75
6,0,2,1,0,85
37,0,1,1,343,96
123,1,7,1,32,300
6,0,1,1,22,80
28,0,3,1,108,85
3,1,6,1,0,119
19,1,1,1,0,200
15,1,7,1,0,300
21,0,1,1,12,50
70,0,1,6,180,119
12,1,2,1,125,140
30,1,4,1,0,150
6,1,3,2,0,81
12,1,3,1,270,145
2,0,4,2,125,69
25,0,3,1,0,135
64,0,1,8,0,124
20,1,4,1,30,140
34,0,5,1,0,40
8,1,3,1,64,400
6,1,2,1,287,150
1,1,30,14,333,300
73,0,5,1,97,59
30,0,2,1,321,75
111,0,1,6,365,69
76,1,23,1,0,62
28,1,30,29,205,142
6,0,21,2,155,41
27,1,3,1,0,230
167,0,30,1,365,45
6,2,1,1,0,65
6,2,1,17,89,28
3,1,4,1,0,195
6,1,29,1,339,140
161,0,3,3,0,30
25,0,1,2,303,70
15,0,3,2,365,67
29,1,3,1,0,150
68,1,1,3,0,218
12,0,3,3,0,50
6,1,2,1,219,145
12,1,1,1,0,150
8,0,4,1,326,125
25,1,3,7,19,150
16,1,31,11,310,200
2,1,28,2,310,376
84,0,90,2,1,48
21,1,2,1,74,94
20,1,4,1,0,120
111,0,5,1,354,170
11,1,3,1,328,250
83,0,7,2,179,100
15,1,1,1,364,190
24,0,1,7,53,55
9,1,1,4,301,155
7,1,3,1,60,200
6,1,1,1,0,200
129,1,5,2,0,170
12,1,2,1,364,150
2,1,3,1,313,112
12,1,10,1,0,60
6,1,1,1,303,700
111,0,1,3,179,45
12,1,2,1,92,150
44,1,3,1,273,200
19,0,4,1,48,50
28,1,2,1,0,275
23,1,4,1,0,200
14,1,30,87,365,205
15,0,1,1,0,32
23,1,1,1,29,200
16,1,3,1,46,400
43,1,29,327,350,270
19,0,2,4,0,90
6,0,30,1,43,67
7,1,3,1,0,200
23,0,2,1,296,125
8,2,3,1,363,165
7,0,2,3,7,150
22,1,2,1,0,90
27,0,3,3,86,64
21,0,1,1,0,85
15,1,2,1,0,184
15,1,2,1,0,120
45,1,2,1,0,130
8,1,3,1,0,180
6,1,9,2,48,469
19,0,7,1,0,60
21,0,2,4,179,48
15,1,3,4,315,80
62,0,1,1,345,49
7,0,1,1,0,100
15,1,1,1,359,135
69,1,3,1,349,55
7,1,6,1,188,200
14,1,3,1,252,195
71,1,1,1,0,230
13,1,5,1,0,100
90,1,1,1,0,90
4,0,7,1,0,150
19,1,1,1,74,200
21,0,7,2,362,50
172,1,2,1,310,75
6,0,2,3,359,55
2,1,1,3,345,133
6,0,1,1,66,62
20,0,1,5,137,85
6,0,1,2,179,109
55,0,2,2,237,72
12,0,8,2,0,65
8,1,4,1,3,299
80,0,2,3,52,56
28,1,2,1,14,139
32,1,5,1,0,275
2,0,20,1,0,35
23,1,1,1,162,185
15,0,2,5,145,29
25,0,15,18,361,37
8,1,3,1,96,149
20,1,4,1,0,86
2,1,20,1,0,125
2,1,2,2,180,250
18,1,1,1,0,175
14,0,5,1,0,112
27,0,1,7,266,100
111,0,1,2,59,54
28,1,30,1,0,110
23,0,3,2,261,69
21,0,6,3,11,70
12,1,7,1,0,150
6,0,1,1,0,62
20,0,3,4,25,58
14,1,30,87,339,289
12,1,30,3,295,89
12,1,1,1,303,200
30,1,30,1,83,70
19,1,1,1,35,178
8,1,30,1,185,130
20,0,1,33,365,119
12,1,180,1,1,105
2,1,30,2,357,145
23,1,5,1,0,100
6,0,3,1,119,65
6,1,1,2,365,500
22,1,2,1,0,100
28,1,1,1,0,195
0,1,7,1,59,95
8,1,5,1,89,140
64,1,2,1,99,199
1,1,4,1,56,244
15,1,30,1,61,70
14,1,3,1,69,199
81,0,2,6,354,77
17,1,265,2,90,199
5,1,2,1,66,400
43,1,2,327,348,229
1,1,30,232,311,334
57,0,2,1,179,46
12,1,10,1,0,300
20,1,2,1,0,200
21,1,7,1,271,145
64,0,3,1,0,70
99,1,3,1,285,155
59,1,1,1,0,175
2,0,1,2,5,80
9,0,1,1,27,95
56,1,5,1,52,74
21,0,5,1,364,40
22,0,3,2,0,40
165,1,1,1,0,88
14,1,1,1,0,206
12,1,3,1,0,55
124,1,2,2,65,104
19,1,5,1,90,225
12,0,1,3,0,55
8,1,1,3,125,125
28,1,4,2,280,219
21,1,2,1,0,150
24,1,5,1,3,150
159,0,1,1,90,60
52,1,1,1,185,500
8,0,2,1,0,150
12,0,5,1,66,70
44,0,7,2,0,53
2,1,5,1,148,400
39,1,10,2,40,80
1,0,1,11,179,375
21,1,3,1,17,150
12,0,3,1,0,63
48,1,15,1,15,390
6,1,2,1,179,250
33,0,2,2,45,79
12,1,4,1,32,134
6,1,3,1,0,125
35,0,1,1,311,57
28,0,1,2,283,90
124,1,2,1,302,65
8,1,1,1,0,387
19,1,3,1,0,175
133,0,2,4,30,60
8,1,3,1,0,144
46,1,1,2,305,80
12,1,6,1,20,120
1,1,30,49,364,250
33,1,5,1,271,160
7,1,2,1,335,239
1,1,3,1,280,350
4,1,3,2,132,115
6,1,2,4,68,125
29,1,3,1,0,220
45,0,2,1,0,100
21,1,2,1,61,120
22,1,3,1,0,97
8,0,3,2,4,135
38,0,1,1,0,53
12,0,2,3,0,69
2,1,2,2,280,175
52,0,3,2,15,115
2,0,2,1,0,96
15,0,1,2,0,70
15,0,1,1,0,45
75,0,3,1,38,60
56,0,1,1,0,100
21,0,15,1,0,60
19,0,3,1,0,200
13,0,1,1,0,47
8,0,20,2,125,99
63,1,4,3,273,60
44,0,1,7,64,60
78,1,6,1,278,75
43,1,2,1,235,235
56,0,3,2,0,70
76,0,1,1,324,45
7,0,1,12,241,105
43,1,2,327,338,203
15,0,7,1,0,90
14,0,2,1,0,92
22,1,5,1,0,290
183,0,1,1,277,65
45,0,1,4,87,90
37,0,1,1,0,65
1,1,1,1,0,100
23,1,1,1,0,200
1,1,30,1,145,365
22,0,2,6,286,54
21,0,4,1,0,45
12,0,1,4,116,57
29,1,1,1,0,75
2,0,30,4,257,49
16,1,3,2,309,260
121,1,3,1,319,131
7,0,1,1,0,70
56,0,4,1,0,45
27,1,1,1,6,230
12,1,4,1,80,150
12,1,3,1,344,248
159,1,1,1,0,51
21,0,1,1,0,30
13,1,2,1,0,160
43,0,2,1,95,105
6,1,30,1,312,80
1,1,3,1,0,170
19,1,2,1,203,189
20,0,14,1,157,61
21,1,3,1,0,136
11,1,30,39,252,170
2,1,3,1,187,175
79,1,1,1,225,155
12,1,4,1,306,122
54,0,30,43,331,38
184,0,1,1,363,65
14,1,30,33,307,164
45,1,1,1,0,100
15,1,2,3,309,250
15,0,1,1,0,120
6,0,15,14,0,35
8,0,1,1,302,159
2,0,1,1,0,135
2,0,2,2,0,39
19,0,15,1,22,78
64,1,3,2,235,650
9,1,3,1,128,170
2,0,1,1,0,36
115,0,2,2,0,59
27,2,1,4,82,100
31,1,3,1,236,99
12,0,1,2,364,200
7,0,1,6,299,100
67,0,1,2,0,50
81,1,1,1,141,70
19,0,1,1,0,56
2,0,3,1,0,60
19,0,3,1,0,90
0,1,1,1,0,200
20,1,2,1,0,110
10,1,5,1,28,45
21,2,30,6,139,0
1,1,2,1,142,465
126,1,31,1,322,100
46,0,2,1,0,55
3,1,5,2,354,250
28,0,28,1,0,58
5,1,10,1,1,160
14,0,1,2,0,83
46,0,1,18,365,135
19,1,1,1,165,443
45,0,1,1,0,55
2,1,2,1,50,115
44,1,6,1,0,60
102,1,3,1,18,410
6,1,2,2,112,140
8,0,15,1,17,40
16,0,1,4,0,139
14,1,30,232,235,278
19,1,1,1,0,250
8,1,30,8,362,900
25,0,1,1,101,58
7,1,3,1,25,223
85,0,3,3,358,50
28,0,1,1,268,75
8,1,3,1,29,300
8,1,30,65,365,215
7,0,1,1,0,90
25,0,1,8,333,119
95,1,3,3,53,70
79,0,1,2,357,149
1,0,1,2,0,500
56,1,5,1,0,200
3,0,14,1,0,50
27,1,2,3,126,550
21,0,2,2,0,50
56,0,3,1,78,90
112,0,1,2,322,99
14,1,2,1,0,250
2,1,3,1,119,125
23,1,2,2,338,700
21,1,3,2,28,110
6,1,1,3,312,150
1,1,7,1,281,600
20,0,1,1,0,70
6,0,1,2,0,51
13,0,30,25,333,48
45,0,8,1,177,55
16,1,3,1,239,700
21,0,5,1,187,65
12,1,2,2,351,400
7,1,2,1,0,230
20,0,2,1,95,40
2,1,1,1,0,125
43,0,5,4,364,270
20,1,5,1,0,10000
28,1,2,1,0,500
68,1,5,1,0,195
20,1,2,1,3,136
44,1,2,1,345,135
27,1,14,1,0,375
49,1,4,1,26,100
90,1,30,1,335,1800
49,0,2,1,15,70
6,0,3,1,71,75
116,0,7,4,320,65
12,0,2,2,46,105
19,0,1,2,22,175
15,1,1,1,0,110
6,0,5,1,0,49
20,0,4,2,0,44
29,1,5,1,19,115
87,1,1,1,157,70
17,0,7,1,102,40
21,0,4,1,0,80
9,1,1,4,191,400
12,0,1,1,0,91
32,1,14,2,67,399
19,0,2,1,0,99
6,0,1,2,179,99
1,0,3,12,365,699
56,1,7,1,0,225
32,1,5,1,15,200
1,1,3,1,0,300
11,1,4,1,0,500
39,0,3,1,188,100
32,1,4,1,0,130
2,2,30,1,342,65
19,0,3,4,94,150
15,0,2,1,0,60
12,0,2,3,365,86
37,1,30,15,319,115
14,1,6,1,0,199
20,1,7,1,0,205
8,1,30,232,170,259
19,0,1,4,94,68
113,1,7,1,0,170
21,0,2,1,88,75
9,1,1,1,0,150
4,0,1,4,102,80
43,0,3,1,0,125
56,0,1,1,0,49
6,1,4,1,17,175
18,1,2,1,19,125
37,0,1,8,79,50
12,0,1,1,0,75
12,1,2,1,82,135
6,1,5,1,0,80
12,1,4,1,0,169
14,1,1,6,0,1500
124,0,2,5,344,50
16,1,5,1,0,90
28,0,5,4,280,150
68,1,30,39,331,200
88,0,2,3,156,35
83,1,2,2,137,69
16,1,7,1,0,200
27,1,10,1,270,195
12,0,14,1,0,80
2,0,3,8,341,57
77,1,2,1,0,400
2,1,5,2,239,146
79,0,1,3,71,50
28,1,1,1,0,300
83,1,2,2,0,199
16,0,2,1,89,120
121,0,2,1,0,115
49,0,7,1,40,75
6,1,3,1,14,150
5,1,30,23,327,350
25,0,2,2,23,149
30,0,2,1,35,45
29,0,1,1,293,55
12,0,1,1,0,62
15,0,3,1,0,80
8,1,30,1,188,150
2,2,1,1,180,200
105,0,3,2,329,45
7,2,1,3,208,69
4,0,4,1,0,40
4,0,4,2,90,85
23,0,4,2,191,99
20,1,3,1,0,70
21,1,3,1,0,159
12,1,7,1,0,98
87,0,1,1,0,75
97,1,30,1,268,225
20,0,7,1,157,50
2,0,1,1,0,125
22,1,1,1,0,100
81,0,1,1,21,55
56,1,4,1,347,130
28,0,7,2,33,70
36,1,3,1,0,109
15,1,2,1,188,350
2,0,30,8,310,43
19,1,4,1,0,179
39,0,30,103,251,34
21,1,3,1,0,90
20,1,4,1,321,200
21,1,2,1,227,175
20,1,1,1,0,225
81,1,4,1,94,110
79,1,2,2,296,135
15,0,30,1,281,50
28,1,4,1,0,250
12,0,1,1,0,55
31,1,1,1,13,50
25,1,3,1,0,150
88,0,1,4,318,55
7,1,3,1,17,180
15,0,7,1,0,50
21,1,2,2,22,85
117,1,2,2,224,60
21,0,3,1,33,70
53,1,3,1,170,699
9,1,20,1,0,90
2,0,1,3,209,60
53,1,3,1,11,125
23,0,2,2,255,125
54,1,4,1,27,92
12,1,14,1,263,195
23,1,2,1,170,250
48,0,2,1,5,295
1,1,4,1,255,349
52,1,2,1,0,200
6,0,10,1,61,45
11,1,7,1,0,250
30,0,2,1,29,50
25,0,1,1,0,69
71,0,3,1,0,136
28,1,3,1,35,126
7,1,2,1,0,245
7,0,3,6,130,136
29,0,2,1,0,45
28,1,8,1,0,180
4,0,1,1,0,79
7,0,1,3,27,129
25,1,30,1,83,180
7,1,4,1,0,210
2,0,3,2,272,64
12,1,3,2,0,275
54,0,2,4,362,50
19,1,1,1,0,450
14,1,2,1,256,221
12,1,3,1,0,200
56,1,6,1,164,245
12,1,1,1,50,200
1,0,2,2,0,185
4,1,2,1,47,250
14,1,1,1,0,250
49,0,7,1,358,90
17,0,7,1,0,45
44,0,3,2,77,64
8,1,7,1,35,240
2,1,2,2,296,250
10,1,6,1,13,195
11,1,3,1,83,325
6,0,2,1,35,187
1,1,4,1,5,500
30,1,6,1,0,150
2,2,7,1,83,30
21,0,3,2,0,40
21,0,30,43,224,48
81,0,30,103,273,34
19,1,3,1,336,400
22,0,2,1,88,80
19,1,7,1,42,399
7,0,1,1,0,170
12,0,4,1,10,95
60,0,1,1,0,35
2,0,2,1,0,50
6,0,1,1,0,85
12,0,6,2,9,120
83,0,2,5,125,51
34,0,1,1,221,95
21,0,3,3,28,150
146,0,6,1,0,50
126,0,1,3,173,75
25,0,5,1,49,65
18,1,1,3,0,91
73,2,1,1,90,48
4,0,1,1,264,110
15,1,3,4,259,300
12,0,2,2,0,60
23,1,1,1,0,85
2,0,3,1,0,49
7,0,1,1,77,160
2,0,1,5,209,164
23,0,1,2,20,150
183,0,5,2,178,42
26,1,30,39,283,175
6,0,32,1,85,45
13,1,5,1,0,88
54,1,3,1,201,90
37,0,1,5,15,40
15,1,1,1,276,120
19,0,3,1,6,90
30,0,1,1,5,90
1,1,30,52,342,95
6,0,4,2,1,53
8,1,10,7,154,200
28,1,30,8,327,162
1,1,180,10,363,500
12,0,4,1,0,75
15,1,4,1,250,250
11,1,2,1,0,160
7,0,6,3,8,98
27,0,5,1,97,150
6,0,1,10,158,65
12,0,6,1,188,77
39,0,31,2,95,64
11,1,1,1,0,450
79,1,2,1,278,140
9,0,1,3,332,85
30,0,2,1,30,38
7,0,1,1,43,100
106,1,3,1,318,299
2,1,4,1,0,129
6,0,1,1,0,50
6,1,15,1,42,40
12,0,3,1,0,75
21,0,5,1,297,58
59,0,3,1,353,90
6,0,5,2,0,47
21,0,1,6,3,38
1,1,1,3,211,210
8,1,1,1,0,220
157,0,5,5,365,65
28,1,50,1,0,250
27,0,2,1,0,145
30,0,3,1,82,90
16,1,13,1,0,115
6,0,1,1,0,34
8,0,1,1,0,75
88,1,21,4,343,69
37,0,1,3,44,45
12,1,5,2,0,125
6,1,5,1,0,175
19,0,1,1,0,99
2,0,2,1,18,44
6,1,2,1,217,119
70,0,1,3,103,120
6,0,14,2,0,60
12,0,3,4,262,80
60,0,7,1,0,80
14,0,30,1,69,85
14,0,1,3,0,114
7,1,30,7,353,190
2,0,6,2,296,90
7,0,1,12,232,110
45,0,1,1,363,89
26,1,1,1,0,400
25,1,3,1,0,120
26,1,1,1,46,132
11,1,3,1,0,150
28,1,30,52,336,95
11,0,28,3,70,79
54,0,3,7,320,110
117,0,2,1,64,54
79,1,3,1,365,265
11,1,30,1,100,340
6,0,1,8,12,65
20,0,14,1,364,149
90,1,6,1,0,90
16,1,2,1,70,200
24,1,3,1,6,126
64,1,3,1,269,320
6,0,1,2,166,60
8,1,30,25,189,190
1,1,120,121,184,1100
30,2,1,1,30,40
56,0,1,1,249,60
19,0,2,2,93,240
11,1,3,1,0,175
3,0,30,11,311,95
12,1,7,1,0,140
4,0,30,1,0,37
117,0,3,1,0,40
37,2,2,2,90,26
27,0,3,2,4,150
2,1,2,1,0,100
111,1,2,1,297,300
12,1,1,1,0,105
182,0,3,2,357,35
