neighbourhood,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
15,0,5,1,0,44
96,1,4,5,299,190
21,1,2,1,0,63
15,1,1,1,0,225
12,1,30,3,345,73
7,0,1,3,174,99
15,0,2,3,84,99
6,0,3,1,47,60
2,1,2,1,6,225
70,0,2,1,342,55
1,1,30,232,329,227
6,1,3,1,0,140
23,1,5,1,32,200
8,1,1,1,0,133
12,1,2,1,177,150
19,1,7,1,0,175
8,0,5,1,0,75
1,0,1,1,0,425
6,0,1,6,325,40
6,1,3,1,52,100
54,0,7,9,126,32
6,0,30,4,357,65
8,1,2,1,24,275
6,1,4,1,0,200
6,0,3,3,220,80
21,0,14,1,0,35
6,1,3,1,275,140
38,1,2,1,0,265
19,0,1,7,365,250
28,1,3,1,0,129
1,1,30,65,310,225
24,1,5,4,102,98
22,0,2,2,15,33
56,0,50,1,21,60
1,0,2,4,297,119
26,0,7,1,0,115
6,0,2,1,0,56
71,0,1,15,328,100
27,1,1,1,248,399
8,0,1,1,0,35
11,1,10,1,0,165
1,0,1,5,269,100
19,1,2,1,28,249
159,1,3,1,89,275
42,0,2,5,311,42
39,0,7,2,353,55
81,0,1,3,0,180
56,1,2,1,354,250
56,1,1,2,0,100
11,1,30,2,346,125
5,1,30,91,241,175
34,1,2,1,330,195
70,0,1,3,333,45
6,0,30,3,0,60
68,1,1,1,0,650
45,0,1,3,7,80
100,1,1,1,311,99
33,1,2,1,0,55
43,0,15,1,0,75
1,1,1,1,264,220
1,1,3,49,216,737
20,1,3,1,0,125
79,0,1,1,0,50
52,1,2,1,0,275
18,1,4,1,0,78
12,0,2,2,277,75
19,1,29,1,35,145
2,0,5,3,348,70
35,1,3,1,339,110
8,1,1,1,0,250
11,1,1,1,0,125
28,1,3,1,45,280
20,1,1,1,0,120
11,1,3,1,0,315
8,1,3,1,0,96
113,0,5,1,0,80
6,0,3,1,9,60
10,0,1,1,0,40
2,2,1,3,2,20
209,0,3,2,27,50
2,0,1,1,0,49
56,1,2,2,153,215
28,0,3,2,251,82
21,1,4,1,100,140
6,1,3,4,324,90
21,0,30,17,325,50
6,1,3,1,80,125
79,0,1,1,0,54
6,0,1,2,23,65
30,1,3,1,0,80
79,0,1,1,89,40
52,1,2,1,129,200
1,0,1,14,350,450
42,0,5,1,123,45
43,1,2,1,72,550
30,1,4,1,0,95
77,1,14,3,181,350
19,0,1,1,0,130
24,1,2,1,0,90
79,1,28,1,219,100
11,0,1,1,0,110
52,1,4,1,0,190
27,1,4,1,330,500
1,0,1,11,179,375
43,1,120,232,286,259
81,0,1,4,365,38
6,0,6,1,3,50
27,1,4,1,31,355
7,1,1,1,0,200
2,0,4,6,119,105
20,1,30,1,3,115
1,1,28,49,234,675
28,0,1,1,0,55
1,1,2,1,0,600
15,1,4,9,87,459
33,0,3,1,67,95
70,1,1,1,348,83
22,0,2,1,155,60
6,1,7,2,284,110
24,0,1,3,316,90
21,1,12,2,0,100
12,1,1,1,269,152
28,1,1,1,8,155
21,0,1,5,293,110
24,0,1,1,233,80
156,0,1,1,32,50
23,0,4,1,0,100
98,0,1,1,333,49
6,0,2,1,0,65
46,0,2,2,38,35
27,0,3,2,361,100
68,1,2,1,0,226
64,1,4,1,97,300
3,1,4,1,0,110
23,1,3,1,16,105
44,0,30,8,314,45
8,1,2,3,70,180
103,2,1,4,153,43
3,1,3,1,0,90
7,1,3,1,0,300
64,1,2,1,110,140
6,1,7,1,0,140
5,2,3,2,26,49
8,2,1,1,0,50
21,0,1,1,93,30
7,0,1,1,4,99
28,0,1,1,0,100
3,1,2,1,0,128
14,0,3,1,8,225
126,1,2,1,327,149
7,0,10,1,174,85
117,2,7,4,320,32
19,1,1,2,232,260
12,1,1,1,0,170
4,0,1,2,74,95
12,1,4,1,0,225
12,0,2,2,365,85
5,1,2,327,133,228
12,0,4,2,280,70
63,0,1,1,0,60
8,1,3,1,71,325
52,1,2,1,64,299
56,0,2,1,364,80
79,0,40,2,0,2000
21,0,1,2,0,44
63,0,4,5,133,65
79,1,2,2,29,150
21,1,4,1,0,99
12,1,2,1,310,223
6,0,2,1,58,119
15,1,2,1,0,128
6,1,2,1,0,80
12,1,4,1,94,300
2,1,30,1,327,200
71,1,29,327,335,175
28,0,2,2,259,111
19,1,30,1,116,280
16,1,3,1,0,100
4,0,240,1,280,45
36,1,2,1,0,145
14,1,1,1,358,165
149,0,2,1,0,75
24,1,2,1,0,199
64,2,1,4,14,90
15,0,7,1,0,35
45,1,3,1,0,170
21,1,3,2,34,127
9,1,2,1,0,550
6,1,2,1,0,300
23,0,4,2,244,95
76,0,3,2,79,35
13,0,2,1,87,125
37,0,1,8,25,65
8,1,4,1,9,85
2,1,3,1,0,76
14,1,3,1,0,205
33,0,2,2,160,80
126,1,5,2,160,109
24,1,2,2,83,95
6,1,4,2,0,125
116,0,2,1,334,50
13,0,1,2,364,77
10,1,3,1,0,250
54,1,1,2,33,125
12,0,3,1,344,150
26,1,7,1,32,175
21,0,2,5,202,50
15,1,1,1,0,115
82,1,2,1,80,137
7,1,4,1,0,239
1,1,1,5,65,365
12,1,3,1,32,214
12,1,6,1,0,125
21,0,30,43,144,47
31,0,7,1,225,50
15,0,2,4,329,52
6,0,1,1,0,62
30,0,2,1,365,97
12,0,2,1,0,94
22,0,2,1,1,60
15,0,3,4,255,75
4,1,4,2,35,150
38,1,7,3,224,300
24,1,1,1,321,175
56,0,1,1,364,60
2,1,1,1,0,120
28,0,14,1,0,94
28,0,1,4,142,99
20,1,3,1,0,200
52,1,3,1,0,289
8,0,3,3,334,80
110,0,30,2,362,75
4,1,2,1,0,106
23,1,5,1,0,125
29,1,2,1,358,1750
123,1,7,1,0,145
80,0,2,2,132,40
12,0,3,1,85,200
16,0,3,1,256,115
23,0,5,1,118,95
0,1,5,1,140,59
2,0,1,1,180,82
19,1,30,1,0,125
12,1,2,1,0,250
54,0,4,2,320,47
147,0,2,5,0,59
12,0,3,1,0,400
12,1,3,2,0,159
12,1,2,2,146,345
3,0,4,1,347,50
19,1,1,1,0,200
4,1,2,1,7,275
22,0,1,5,360,36
54,0,1,5,81,54
2,0,3,2,89,53
4,1,6,1,156,325
33,0,3,1,66,95
6,0,2,1,0,57
2,0,5,2,0,69
6,1,4,1,36,115
12,0,2,1,251,100
56,1,9,1,15,185
7,1,3,2,351,399
7,0,2,3,98,135
79,0,3,1,0,80
7,2,1,8,196,65
4,0,1,1,0,65
28,1,1,1,0,190
26,1,7,1,9,150
10,2,2,1,0,55
20,0,2,1,0,135
14,1,3,1,179,399
21,0,4,2,0,50
14,0,30,1,105,89
12,0,2,2,341,215
6,0,2,34,310,60
15,0,2,1,22,40
29,1,5,1,89,995
34,1,1,2,350,225
28,0,3,2,345,101
37,0,1,3,41,65
54,0,15,1,46,36
56,0,14,1,346,59
20,0,2,1,0,150
95,0,1,4,30,45
16,1,6,1,67,175
13,0,4,1,0,125
6,0,1,3,1,56
1,0,3,12,365,1599
144,0,3,10,68,79
62,0,1,1,357,53
26,0,3,1,317,209
21,0,2,2,40,45
2,1,2,3,101,200
2,0,5,1,18,80
38,0,4,1,0,105
4,1,29,2,0,120
2,0,30,103,246,40
3,1,5,3,365,650
18,0,2,1,359,60
6,1,3,1,157,79
11,1,3,1,0,119
23,0,5,1,0,85
21,0,1,2,0,70
8,0,30,32,341,60
5,1,30,5,311,310
73,0,2,1,71,50
113,1,2,1,0,120
49,0,1,5,310,37
21,1,2,1,192,129
71,1,15,1,0,100
9,1,3,1,0,110
6,1,2,1,315,108
28,1,5,1,0,150
54,0,2,1,104,75
37,0,1,1,59,55
21,0,1,1,0,100
1,1,30,121,352,239
5,1,2,1,0,149
12,0,4,1,0,59
24,0,1,2,77,95
2,0,5,3,316,40
27,1,2,1,267,350
71,1,30,121,306,139
8,0,1,4,331,67
21,0,2,2,0,80
22,0,1,1,260,90
87,0,1,2,355,65
79,0,3,1,0,48
37,0,1,1,82,39
44,0,2,2,174,100
7,0,14,1,65,102
12,0,1,1,0,95
14,0,2,1,0,110
7,0,1,1,23,100
52,1,6,1,0,220
68,1,4,2,0,150
12,1,3,1,0,199
19,1,3,1,0,200
4,0,1,1,0,67
48,1,7,1,2,175
43,1,3,1,86,249
44,1,4,1,0,90
27,1,7,1,0,160
28,1,1,3,346,349
25,0,2,2,0,48
19,1,3,1,0,650
22,0,4,1,173,55
2,0,5,1,269,150
19,0,2,1,54,95
2,0,3,1,0,65
12,0,20,1,0,60
2,1,3,1,247,124
26,1,5,1,0,275
13,0,2,1,0,102
19,0,2,2,177,130
4,0,1,1,78,85
5,1,5,1,0,169
28,1,2,1,310,175
4,1,7,1,173,200
33,1,1,1,0,125
12,1,2,2,308,170
90,0,1,1,0,58
126,1,2,1,338,130
7,0,2,1,42,135
12,1,5,1,18,128
20,0,1,33,365,119
21,0,1,1,35,100
1,0,4,6,357,75
8,0,3,1,0,230
39,0,30,103,251,39
2,1,7,1,24,90
24,0,1,1,89,500
6,1,4,1,283,110
6,1,1,1,43,100
9,0,3,2,0,75
45,1,20,1,33,150
28,1,3,1,258,300
14,1,2,1,157,299
17,1,7,3,0,250
3,0,2,3,275,76
20,0,4,2,0,60
12,0,6,2,19,85
70,0,2,1,88,75
158,0,30,2,354,40
52,1,3,1,0,300
49,1,1,1,139,120
83,0,5,1,348,60
8,1,3,2,0,120
29,1,7,1,5,230
1,1,6,1,48,450
6,0,1,1,0,70
22,1,5,1,1,120
45,0,5,1,157,50
2,1,1,1,9,160
6,0,4,1,0,90
23,1,5,1,78,200
28,1,6,1,123,380
19,1,4,2,233,220
8,0,2,1,1,75
13,1,2,1,0,150
12,0,2,1,6,65
8,2,1,1,39,60
3,1,2,1,36,225
7,0,1,4,304,155
15,1,5,1,310,120
25,0,3,1,215,130
6,1,3,1,74,99
12,0,3,2,180,99
14,1,30,232,7,347
139,1,3,1,0,45
106,0,1,4,156,69
15,0,3,1,0,75
19,1,3,1,60,100
1,0,30,1,41,55
11,1,3,1,83,225
43,1,2,1,0,200
7,1,30,96,327,202
12,1,30,6,200,195
28,1,1,1,130,150
33,0,1,1,0,90
45,1,4,1,0,100
5,1,30,2,308,79
19,1,3,1,351,239
44,0,1,1,11,49
21,0,2,3,319,69
43,1,29,327,246,130
23,1,3,1,0,150
8,0,1,1,0,75
85,1,2,4,359,246
15,1,5,1,179,240
0,0,1,2,365,39
8,1,30,96,311,135
7,1,3,4,0,350
6,1,3,1,0,10
31,0,2,2,262,50
25,0,1,2,364,100
83,0,30,37,1,43
12,1,1,1,0,125
75,1,7,1,0,90
21,1,3,1,112,425
209,1,2,2,129,70
6,0,1,1,0,80
14,1,3,1,217,250
16,0,10,2,250,45
116,0,9,4,318,59
19,1,3,1,0,130
25,0,2,1,0,99
1,0,2,11,162,590
8,1,4,1,345,450
39,0,7,1,0,60
76,0,1,6,360,49
37,0,1,2,62,45
25,1,2,1,0,120
28,0,1,2,62,111
12,0,3,2,0,100
19,1,1,1,257,280
7,1,31,5,341,200
32,0,1,1,0,240
19,0,3,1,0,100
21,2,2,2,365,42
20,0,2,1,0,100
12,1,3,1,55,225
7,0,3,4,365,143
8,1,3,1,0,149
12,1,2,1,77,240
6,1,2,1,280,180
21,1,1,1,96,250
68,1,1,1,0,145
2,0,5,1,0,51
20,1,3,1,54,176
28,0,2,2,0,143
72,0,1,1,175,62
24,1,31,1,32,73
21,0,1,1,0,59
12,0,2,1,2,79
82,0,3,2,175,38
28,2,1,2,0,35
20,0,7,2,0,95
12,1,1,1,89,225
1,1,3,2,0,690
6,0,2,34,282,65
6,1,31,1,0,129
12,0,4,1,5,65
56,1,1,1,8,100
37,0,3,1,158,59
28,1,1,1,357,152
28,1,30,39,228,150
37,0,1,6,126,75
8,1,1,1,0,150
2,0,1,1,0,50
7,1,30,52,365,97
39,0,2,1,19,115
20,1,2,4,124,129
6,1,3,2,314,250
56,1,3,1,320,300
8,0,2,2,362,340
81,0,2,1,17,47
21,1,2,4,48,140
71,1,30,232,68,297
5,0,2,1,0,70
19,1,2,1,179,129
24,1,4,1,0,99
28,1,1,1,7,150
107,0,1,2,0,39
89,1,1,1,310,120
44,0,1,2,178,50
19,2,1,2,24,75
29,0,1,1,0,74
24,0,2,1,94,89
12,1,2,2,0,175
21,1,2,3,0,130
21,1,1,1,196,120
113,0,1,1,189,90
1,1,14,1,317,99
14,0,12,4,21,99
19,1,7,1,24,150
18,1,3,1,8,140
54,1,1,1,19,63
37,1,1,1,55,98
94,1,3,3,15,93
2,0,1,2,157,55
43,1,2,1,0,100
19,1,5,1,0,120
43,1,30,121,365,189
21,0,2,3,3,25
43,1,30,87,344,199
12,1,5,1,0,99
2,0,2,1,55,80
20,1,90,1,35,109
53,1,30,11,332,130
7,0,7,47,354,150
6,1,2,1,89,125
43,0,3,1,26,175
37,0,1,5,48,49
37,0,2,1,0,43
1,1,5,1,145,399
1,0,14,1,346,86
12,0,1,1,1,100
7,1,3,1,0,525
15,2,1,2,363,149
4,0,2,2,292,65
12,1,2,1,327,264
30,0,3,5,18,95
81,1,2,1,89,150
12,1,5,1,0,120
53,1,14,1,14,90
12,0,2,1,6,90
11,1,20,1,0,450
20,0,2,1,0,55
87,1,7,1,10,40
7,0,4,1,0,99
19,0,3,2,52,100
28,1,30,29,329,145
19,1,2,1,38,250
157,1,5,2,0,39
1,1,5,1,179,700
12,0,1,1,54,60
10,0,7,1,173,65
67,2,10,12,0,28
12,0,2,1,0,55
21,0,2,1,0,45
8,1,1,1,2,1150
29,1,30,3,37,158
12,0,5,6,185,140
7,0,1,1,0,100
12,1,4,2,0,150
197,0,4,2,311,50
12,1,5,1,209,250
21,1,1,1,0,150
90,1,1,1,276,119
20,1,1,33,364,189
22,0,2,1,310,65
52,1,31,2,7,310
43,1,1,1,246,215
2,1,7,1,0,125
12,1,1,1,0,120
183,1,2,1,364,300
2,0,2,1,0,75
4,0,15,1,0,70
71,1,29,327,336,164
28,1,3,1,31,220
83,0,1,1,1,55
7,0,6,1,0,140
28,1,2,1,274,153
11,1,3,1,0,350
28,1,30,33,364,163
12,0,2,1,258,115
2,0,1,1,0,48
12,0,100,1,358,103
21,0,3,1,176,90
71,1,30,3,116,140
16,1,5,1,0,265
24,0,2,1,0,50
25,1,3,7,23,160
23,1,3,1,24,160
129,0,1,8,352,37
14,1,2,1,0,150
6,1,3,1,255,139
19,1,7,1,164,199
44,0,30,23,225,42
6,0,2,2,77,44
52,1,5,1,0,145
12,0,2,5,211,90
43,0,7,13,358,169
6,1,5,1,0,185
2,0,1,1,0,110
32,1,1,2,0,409
6,0,1,2,0,70
25,0,1,2,123,40
43,1,3,1,352,750
13,1,2,1,95,115
12,1,3,1,0,180
12,0,3,2,34,40
28,1,2,1,62,199
2,0,1,1,58,80
64,1,1,1,0,350
21,0,1,1,56,59
19,1,2,1,6,150
57,1,1,7,332,155
7,2,1,6,19,69
31,0,3,3,146,51
7,1,1,1,0,130
6,0,15,11,331,45
114,1,14,1,365,125
21,0,10,1,0,35
6,1,13,1,0,60
28,1,30,65,315,187
12,1,3,1,193,160
2,1,2,3,43,200
4,0,1,3,357,120
7,0,4,1,31,125
12,1,3,1,225,195
1,1,30,14,289,200
4,1,2,1,0,130
19,1,12,1,0,140
2,0,1,1,0,59
19,1,4,1,0,225
183,0,1,3,364,88
56,1,1,2,162,130
2,0,7,1,0,59
12,1,2,1,0,150
20,1,7,2,0,295
19,1,3,1,0,225
1,1,1,1,0,850
147,0,4,1,35,57
9,1,4,1,68,145
20,1,3,1,0,120
84,0,1,1,365,38
20,1,30,52,277,129
12,1,2,1,0,55
6,0,1,2,176,60
55,0,2,6,341,37
24,0,4,1,73,55
27,1,5,1,365,285
44,0,4,1,0,63
19,0,3,1,4,55
8,1,30,1,284,300
56,1,5,1,40,100
124,1,1,1,56,79
6,0,90,1,365,69
2,1,3,1,272,245
83,0,2,1,118,55
19,1,3,1,4,130
12,0,3,1,3,60
19,0,1,1,85,195
12,0,1,1,0,90
6,1,1,1,89,600
12,0,3,1,134,75
87,1,3,1,357,109
54,1,30,1,326,100
56,2,2,2,365,500
11,1,4,1,58,300
46,0,1,18,365,135
56,1,2,1,64,89
8,2,2,1,76,85
21,0,2,2,210,60
2,0,1,2,90,81
63,1,2,1,86,165
5,1,29,96,347,184
14,1,30,232,185,303
25,0,1,2,346,79
3,1,3,1,0,125
173,0,3,4,58,74
38,0,1,1,0,150
26,1,3,1,0,235
28,1,30,34,298,150
19,1,5,1,363,130
13,0,7,1,0,55
22,0,14,1,76,60
100,0,1,2,179,50
21,0,3,1,0,35
56,0,1,1,0,50
7,0,1,1,271,125
73,0,6,2,147,59
49,0,1,1,157,170
6,0,1,2,0,45
23,1,3,4,0,250
24,0,5,3,296,49
3,1,2,1,0,100
99,0,3,1,363,60
19,0,4,1,0,130
30,0,1,1,314,75
8,0,3,1,5,160
21,0,2,5,358,63
111,0,30,43,361,50
71,0,1,13,341,100
27,1,2,1,0,195
68,1,4,1,148,136
64,1,4,1,225,225
2,2,1,1,347,36
5,1,29,327,363,192
12,0,1,4,244,350
4,0,2,1,42,99
9,0,5,2,20,61
6,0,1,1,51,50
103,1,1,1,0,50
12,1,2,1,0,150
21,1,3,1,243,240
1,1,5,1,0,225
43,1,30,232,16,251
12,1,2,3,261,130
13,2,2,5,32,25
45,0,1,3,8,75
11,1,1,1,0,180
38,1,1,1,0,75
183,1,1,3,36,135
27,1,4,1,0,75
43,0,5,1,0,110
1,1,30,49,364,205
3,1,5,1,0,200
15,1,1,1,0,82
100,0,1,2,35,42
52,1,1,3,0,196
63,1,2,1,103,100
99,1,1,1,88,150
19,0,3,3,357,150
3,1,3,1,365,160
12,1,31,1,223,100
7,1,3,1,81,489
25,0,6,1,0,48
3,0,1,1,0,120
18,0,3,3,179,99
28,1,1,1,0,200
38,1,7,1,14,151
2,0,2,1,0,60
25,1,1,1,0,104
20,0,1,2,49,75
20,1,1,1,0,160
3,0,6,1,19,65
56,1,18,1,178,70
31,0,30,103,249,38
15,1,1,1,7,175
54,2,30,7,365,20
6,1,3,1,16,120
21,1,3,1,12,100
16,0,1,1,0,65
43,1,2,327,284,241
7,1,4,1,61,299
23,1,3,1,1,150
39,1,1,2,177,95
12,0,10,1,0,80
15,1,3,1,247,100
103,0,3,1,365,45
64,1,2,1,1,123
11,0,2,3,15,126
14,1,30,232,310,334
28,1,1,1,0,160
8,1,3,1,347,210
6,0,2,1,0,65
21,0,2,1,74,60
21,0,4,2,8,49
12,0,2,3,0,90
126,1,5,2,299,159
23,1,2,1,8,170
20,1,4,1,0,250
21,1,4,2,215,185
2,0,3,2,363,65
6,1,29,1,221,60
6,0,2,2,12,45
20,1,2,1,5,199
6,1,1,1,0,110
79,1,1,1,106,95
20,0,1,1,0,50
2,0,14,2,310,75
31,1,30,1,333,99
209,1,1,1,178,670
7,0,30,47,365,64
10,1,4,1,62,380
7,1,1,1,2,180
1,1,30,5,68,140
34,0,1,1,0,85
85,0,2,2,266,45
71,0,1,7,50,300
2,0,1,2,39,100
7,0,1,1,66,150
23,0,5,1,0,69
12,1,5,1,13,200
34,1,2,1,263,450
7,1,2,1,59,135
63,1,2,1,0,69
8,1,5,1,0,434
79,0,1,5,0,29
15,0,4,2,311,55
2,0,2,4,133,60
12,1,5,1,175,360
29,1,3,1,265,189
12,0,8,1,0,42
6,0,3,1,0,65
21,0,1,1,0,100
1,1,30,1,0,166
43,1,2,327,355,257
7,0,1,11,245,155
14,1,3,1,0,186
19,1,1,1,242,142
68,1,3,1,0,280
1,1,30,5,71,160
12,0,28,1,0,48
7,0,1,5,290,370
79,1,1,1,340,199
1,0,1,3,123,125
1,1,1,1,0,250
8,1,5,1,9,199
70,1,2,1,62,120
83,1,4,1,0,85
77,1,3,1,17,240
28,1,2,1,37,145
83,1,4,3,135,153
68,0,4,2,12,120
86,1,3,1,119,195
21,1,5,1,5,80
21,0,5,2,100,65
20,1,3,1,36,140
52,1,53,1,365,250
21,1,2,3,155,120
10,1,3,1,241,135
40,1,30,2,0,250
7,1,3,1,212,345
46,1,2,2,71,125
6,1,7,1,0,150
11,1,6,1,0,180
126,1,3,1,321,100
20,0,2,2,105,126
12,0,1,1,0,71
33,0,1,1,0,65
7,0,4,1,0,105
15,0,3,1,0,35
49,1,5,1,77,200
2,0,11,1,48,65
12,1,3,1,0,160
139,1,3,1,0,159
27,1,2,1,164,450
49,0,1,2,0,90
19,1,30,49,363,230
5,0,1,2,155,159
26,1,2,1,0,165
24,0,7,1,53,40
44,0,2,1,190,45
124,0,2,2,152,47
19,1,1,1,355,290
6,0,3,1,0,48
6,1,1,1,3,69
21,0,2,1,0,100
6,1,3,1,0,215
39,1,1,1,0,99
6,1,1,3,80,389
2,0,5,1,89,62
2,0,3,1,5,60
2,2,2,2,22,45
7,1,2,1,238,379
2,1,15,1,0,77
106,1,2,1,268,89
20,0,21,1,343,145
45,1,4,1,0,125
54,1,3,1,171,165
37,0,1,5,46,49
5,1,4,1,140,599
49,0,6,8,318,45
21,0,1,3,364,71
21,0,20,1,24,35
5,1,2,327,130,241
68,1,4,1,0,99
73,0,30,2,216,79
37,0,1,1,74,50
12,0,10,1,0,80
10,1,5,1,2,93
117,0,1,1,365,100
6,1,2,1,0,145
147,0,1,10,0,39
7,0,1,2,0,110
23,1,2,1,0,300
68,0,1,1,0,95
21,1,2,2,0,120
28,1,2,1,42,190
7,0,2,4,365,140
30,0,1,2,0,35
6,0,30,3,331,40
2,0,2,1,0,60
99,0,2,1,60,27
70,0,3,1,0,44
21,0,1,1,365,50
2,0,2,3,5,54
8,1,2,1,59,169
6,0,1,1,0,80
15,0,1,2,365,99
12,1,7,1,0,115
25,1,3,1,196,80
126,1,2,3,293,144
30,0,2,1,26,60
13,1,1,1,239,120
56,0,1,2,48,38
19,1,1,1,0,100
28,1,30,87,344,159
34,1,10,1,5,180
21,0,1,1,0,100
1,1,180,1,299,120
21,0,5,1,14,68
28,1,30,1,4,75
71,1,1,1,0,250
23,1,5,1,12,197
31,0,30,15,22,40
8,1,3,1,0,195
21,0,1,1,0,50
20,0,2,1,103,85
79,0,1,1,0,65
6,0,30,4,0,36
12,1,7,1,29,125
1,1,2,13,299,462
2,0,1,1,0,103
8,1,30,12,233,300
15,1,3,1,142,150
63,2,2,1,0,60
6,1,2,1,0,120
35,1,1,1,149,75
8,1,30,3,357,376
1,0,3,2,233,70
20,1,2,2,7,200
52,1,2,1,0,180
81,1,6,1,0,75
14,1,2,1,0,199
26,1,4,3,181,125
21,0,1,1,0,33
32,1,2,1,0,110
34,0,2,3,74,60
11,1,2,1,104,300
12,1,30,1,333,549
21,0,30,4,191,60
12,0,5,1,7,70
70,0,1,1,174,30
20,1,7,1,0,210
9,0,4,3,294,150
6,0,2,2,319,85
7,1,1,1,64,170
2,1,6,1,0,78
96,1,5,1,5,94
19,0,2,1,0,115
2,0,1,1,0,75
7,2,1,9,337,85
129,1,3,6,232,140
117,1,7,1,251,89
9,0,25,5,365,65
118,1,1,2,78,65
14,0,3,2,0,150
12,0,2,1,6,44
23,1,2,1,2,145
88,1,2,1,173,196
28,1,30,34,331,115
28,0,1,4,184,100
6,0,1,1,0,80
121,1,3,1,3,114
2,0,1,1,8,150
79,1,30,2,51,159
103,2,1,4,123,34
6,0,2,1,164,85
12,0,2,2,0,70
2,0,2,3,282,90
3,1,4,1,156,95
43,1,2,327,357,230
43,1,2,327,350,228
83,2,1,4,350,30
53,2,5,1,89,65
21,0,2,1,0,40
28,1,6,2,0,140
7,1,1,1,0,175
6,0,1,4,328,59
54,1,2,1,0,77
30,1,2,1,0,75
107,0,2,2,0,120
14,0,5,1,0,80
8,0,3,3,347,125
2,0,2,4,180,160
6,1,1,2,62,97
43,0,1,6,290,225
30,0,1,1,0,25
68,1,5,1,65,175
17,1,2,1,16,300
29,1,15,1,57,150
2,0,5,7,314,58
15,0,5,1,0,50
12,1,3,1,0,125
22,0,1,2,51,70
8,1,1,1,265,149
6,0,1,1,0,70
21,0,7,2,365,100
21,0,1,1,0,35
23,1,30,9,227,105
30,1,30,1,0,125
81,0,2,1,28,51
73,0,2,2,358,50
19,1,2,1,194,150
22,1,4,1,19,65
8,1,3,1,77,295
28,1,1,1,0,150
75,1,30,1,241,100
27,1,1,1,0,150
28,1,30,29,264,148
3,0,3,1,0,55
2,1,2,1,70,250
37,0,1,4,81,55
39,0,7,1,337,33
2,1,1,1,0,115
15,1,1,1,20,75
64,0,12,2,0,79
73,0,1,3,83,55
2,1,2,1,0,151
15,0,2,1,0,75
10,1,2,1,1,179
71,1,7,1,0,325
21,0,1,4,280,69
12,1,1,2,0,189
0,0,7,2,225,54
23,0,2,2,0,120
19,1,2,1,157,175
12,1,30,1,283,158
2,0,1,2,73,45
15,0,1,1,0,100
1,1,2,13,283,220
6,1,7,2,311,125
19,1,7,1,268,140
46,0,1,4,114,85
68,1,30,2,352,766
7,0,1,2,21,90
30,0,15,1,350,37
77,1,30,232,235,269
118,0,2,1,331,60
28,1,2,1,4,150
7,1,30,20,289,120
21,1,3,2,229,140
4,0,7,1,0,65
6,0,2,3,353,55
103,0,1,5,175,45
8,1,5,1,0,145
1,0,2,1,3,99
200,1,2,7,167,128
60,0,1,3,3,79
79,0,4,1,261,88
27,0,3,2,37,110
6,0,1,4,349,50
15,1,5,1,0,150
39,0,90,1,365,55
11,1,30,1,83,150
1,0,3,2,170,250
13,0,30,2,10,100
29,0,2,1,0,100
15,1,5,1,98,175
38,1,7,1,0,160
12,0,4,1,0,120
1,0,4,1,0,99
88,0,1,3,315,37
7,1,1,1,164,350
46,1,1,2,324,179
24,1,1,1,0,110
33,1,6,3,0,90
19,0,4,2,0,95
2,0,30,103,189,33
11,1,1,1,0,170
2,1,1,2,150,5000
2,1,3,1,0,100
30,1,30,1,0,180
6,0,1,1,0,50
12,1,1,1,365,500
2,1,3,1,16,112
1,1,5,1,0,150
24,1,14,1,30,82
9,0,1,4,164,89
28,1,3,1,235,217
15,0,2,2,66,70
7,0,1,11,305,255
19,1,5,1,0,129
6,1,3,2,349,189
43,1,2,1,24,195
121,1,1,1,0,100
2,0,2,1,109,100
19,0,2,2,0,149
94,1,2,1,314,75
1,0,1,1,17,120
64,0,1,1,30,100
2,0,2,1,0,35
11,1,2,1,0,500
21,0,7,1,0,54
12,1,3,1,32,170
7,0,2,1,41,125
43,1,3,1,42,430
79,0,1,4,360,58
28,1,6,1,0,151
6,0,1,3,343,43
6,0,5,1,0,75
8,1,2,1,0,150
1,1,4,1,0,180
111,0,1,6,364,35
28,1,29,327,220,150
15,1,28,1,265,149
19,0,5,1,110,81
15,1,3,2,0,80
27,0,1,1,0,150
5,1,2,1,0,120
8,0,7,1,363,135
21,0,30,17,342,55
4,1,1,3,9,110
8,0,2,1,0,175
24,0,1,1,0,43
12,1,3,1,10,250
25,2,1,1,0,33
13,1,4,1,0,185
1,1,2,13,242,260
1,1,1,17,208,107
2,0,15,2,32,37
8,1,5,1,145,260
6,1,2,3,319,133
28,2,30,3,331,75
8,0,1,1,0,45
12,0,1,2,51,85
4,1,1,3,178,150
27,1,2,1,0,450
154,1,2,1,22,105
23,0,1,1,362,219
75,1,5,1,151,135
21,0,3,1,0,46
6,0,3,1,0,38
8,0,1,1,24,100
129,0,2,3,50,45
6,1,2,1,0,180
24,1,1,2,53,65
52,1,4,1,0,199
2,0,6,1,0,50
32,1,2,1,0,149
21,1,4,1,355,300
12,0,2,1,0,58
12,1,3,1,0,110
5,0,11,1,0,195
15,1,1,2,22,250
19,1,2,1,3,239
1,0,1,1,0,600
90,0,3,1,327,65
12,1,3,1,0,150
12,1,2,1,0,400
7,1,30,1,15,150
28,1,1,2,53,130
52,1,7,1,23,200
19,1,1,1,0,250
67,1,30,3,216,85
2,1,3,2,66,117
21,0,30,2,162,47
